3.100000 0.700000 0.000000 0.000000 1.000000 10.000000
3.100000 0.800000 0.000000 0.000000 1.000000 10.000000
3.100000 0.900000 0.000000 0.000000 1.000000 10.000000
3.100000 10.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.000000 0.000000 0.000000 1.000000 10.000000
3.100000 10.100000 0.000000 0.000000 1.000000 10.000000
3.100000 10.200000 0.000000 0.000000 1.000000 10.000000
3.100000 10.300000 0.000000 0.000000 1.000000 10.000000
3.100000 10.400000 0.000000 0.000000 1.000000 10.000000
3.100000 10.500000 0.000000 0.000000 1.000000 10.000000
3.100000 10.600000 0.000000 0.000000 1.000000 10.000000
3.100000 10.700000 0.000000 0.000000 1.000000 10.000000
3.100000 10.800000 0.000000 0.000000 1.000000 10.000000
3.100000 10.900000 0.000000 0.000000 1.000000 10.000000
3.100000 11.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.100000 0.000000 0.000000 1.000000 10.000000
3.100000 11.100000 0.000000 0.000000 1.000000 10.000000
3.100000 11.200000 0.000000 0.000000 1.000000 10.000000
3.100000 11.300000 0.000000 0.000000 1.000000 10.000000
3.100000 11.400000 0.000000 0.000000 1.000000 10.000000
3.100000 11.500000 0.000000 0.000000 1.000000 10.000000
3.100000 11.600000 0.000000 0.000000 1.000000 10.000000
3.100000 11.700000 0.000000 0.000000 1.000000 10.000000
3.100000 11.800000 0.000000 0.000000 1.000000 10.000000
3.100000 11.900000 0.000000 0.000000 1.000000 10.000000
3.100000 12.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.200000 0.000000 0.000000 1.000000 10.000000
3.100000 12.100000 0.000000 0.000000 1.000000 10.000000
3.100000 12.200000 0.000000 0.000000 1.000000 10.000000
3.100000 12.300000 0.000000 0.000000 1.000000 10.000000
3.100000 12.400000 0.000000 0.000000 1.000000 10.000000
3.100000 12.500000 0.000000 0.000000 1.000000 10.000000
3.100000 12.600000 0.000000 0.000000 1.000000 10.000000
3.100000 12.700000 0.000000 0.000000 1.000000 10.000000
3.100000 12.800000 0.000000 0.000000 1.000000 10.000000
3.100000 12.900000 0.000000 0.000000 1.000000 10.000000
3.100000 13.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.300000 0.000000 0.000000 1.000000 10.000000
3.100000 13.100000 0.000000 0.000000 1.000000 10.000000
3.100000 13.200000 0.000000 0.000000 1.000000 10.000000
3.100000 13.300000 0.000000 0.000000 1.000000 10.000000
3.100000 13.400000 0.000000 0.000000 1.000000 10.000000
3.100000 13.500000 0.000000 0.000000 1.000000 10.000000
3.100000 13.600000 0.000000 0.000000 1.000000 10.000000
3.100000 13.700000 0.000000 0.000000 1.000000 10.000000
3.100000 13.800000 0.000000 0.000000 1.000000 10.000000
3.100000 13.900000 0.000000 0.000000 1.000000 10.000000
3.100000 14.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.400000 0.000000 0.000000 1.000000 10.000000
3.100000 14.100000 0.000000 0.000000 1.000000 10.000000
3.100000 14.200000 0.000000 0.000000 1.000000 10.000000
3.100000 14.300000 0.000000 0.000000 1.000000 10.000000
3.100000 14.400000 0.000000 0.000000 1.000000 10.000000
3.100000 14.500000 0.000000 0.000000 1.000000 10.000000
3.100000 14.600000 0.000000 0.000000 1.000000 10.000000
3.100000 14.700000 0.000000 0.000000 1.000000 10.000000
3.100000 14.800000 0.000000 0.000000 1.000000 10.000000
3.100000 14.900000 0.000000 0.000000 1.000000 10.000000
3.100000 15.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.500000 0.000000 0.000000 1.000000 10.000000
3.100000 15.100000 0.000000 0.000000 1.000000 10.000000
3.100000 15.200000 0.000000 0.000000 1.000000 10.000000
3.100000 15.300000 0.000000 0.000000 1.000000 10.000000
3.100000 15.400000 0.000000 0.000000 1.000000 10.000000
3.100000 15.500000 0.000000 0.000000 1.000000 10.000000
3.100000 15.600000 0.000000 0.000000 1.000000 10.000000
3.100000 15.700000 0.000000 0.000000 1.000000 10.000000
3.100000 15.800000 0.000000 0.000000 1.000000 10.000000
3.100000 15.900000 0.000000 0.000000 1.000000 10.000000
3.100000 16.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.600000 0.000000 0.000000 1.000000 10.000000
3.100000 16.100000 0.000000 0.000000 1.000000 10.000000
3.100000 16.200000 0.000000 0.000000 1.000000 10.000000
3.100000 16.300000 0.000000 0.000000 1.000000 10.000000
3.100000 16.400000 0.000000 0.000000 1.000000 10.000000
3.100000 16.500000 0.000000 0.000000 1.000000 10.000000
3.100000 16.600000 0.000000 0.000000 1.000000 10.000000
3.100000 16.700000 0.000000 0.000000 1.000000 10.000000
3.100000 16.800000 0.000000 0.000000 1.000000 10.000000
3.100000 16.900000 0.000000 0.000000 1.000000 10.000000
3.100000 17.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.700000 0.000000 0.000000 1.000000 10.000000
3.100000 17.100000 0.000000 0.000000 1.000000 10.000000
3.100000 17.200000 0.000000 0.000000 1.000000 10.000000
3.100000 17.300000 0.000000 0.000000 1.000000 10.000000
3.100000 17.400000 0.000000 0.000000 1.000000 10.000000
3.100000 17.500000 0.000000 0.000000 1.000000 10.000000
3.100000 17.600000 0.000000 0.000000 1.000000 10.000000
3.100000 17.700000 0.000000 0.000000 1.000000 10.000000
3.100000 17.800000 0.000000 0.000000 1.000000 10.000000
3.100000 17.900000 0.000000 0.000000 1.000000 10.000000
3.100000 18.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.800000 0.000000 0.000000 1.000000 10.000000
3.100000 18.100000 0.000000 0.000000 1.000000 10.000000
3.100000 18.200000 0.000000 0.000000 1.000000 10.000000
3.100000 18.300000 0.000000 0.000000 1.000000 10.000000
3.100000 18.400000 0.000000 0.000000 1.000000 10.000000
3.100000 18.500000 0.000000 0.000000 1.000000 10.000000
3.100000 18.600000 0.000000 0.000000 1.000000 10.000000
3.100000 18.700000 0.000000 0.000000 1.000000 10.000000
3.100000 18.800000 0.000000 0.000000 1.000000 10.000000
3.100000 18.900000 0.000000 0.000000 1.000000 10.000000
3.100000 19.000000 0.000000 0.000000 1.000000 10.000000
3.100000 1.900000 0.000000 0.000000 1.000000 10.000000
3.100000 19.100000 0.000000 0.000000 1.000000 10.000000
3.100000 19.200000 0.000000 0.000000 1.000000 10.000000
3.100000 19.300000 0.000000 0.000000 1.000000 10.000000
3.100000 19.400000 0.000000 0.000000 1.000000 10.000000
3.100000 19.500000 0.000000 0.000000 1.000000 10.000000
3.100000 19.600000 0.000000 0.000000 1.000000 10.000000
3.100000 19.700000 0.000000 0.000000 1.000000 10.000000
3.100000 19.800000 0.000000 0.000000 1.000000 10.000000
3.100000 19.900000 0.000000 0.000000 1.000000 10.000000
3.100000 20.000000 0.000000 0.000000 1.000000 10.000000
3.100000 2.000000 0.000000 0.000000 1.000000 10.000000
3.100000 2.100000 0.000000 0.000000 1.000000 10.000000
3.100000 2.200000 0.000000 0.000000 1.000000 10.000000
3.100000 2.300000 0.000000 0.000000 1.000000 10.000000
3.100000 2.400000 0.000000 0.000000 1.000000 10.000000
3.100000 2.500000 0.000000 0.000000 1.000000 10.000000
3.100000 2.600000 0.000000 0.000000 1.000000 10.000000
3.100000 2.700000 0.000000 0.000000 1.000000 10.000000
3.100000 2.800000 0.000000 0.000000 1.000000 10.000000
3.100000 2.900000 0.000000 0.000000 1.000000 10.000000
3.100000 3.000000 0.000000 0.000000 1.000000 10.000000
3.100000 3.100000 0.000000 0.000000 1.000000 10.000000
3.100000 3.200000 0.000000 0.000000 1.000000 10.000000
3.100000 3.300000 0.000000 0.000000 1.000000 10.000000
3.100000 3.400000 0.000000 0.000000 1.000000 10.000000
3.100000 3.500000 0.000000 0.000000 1.000000 10.000000
3.100000 3.600000 0.000000 0.000000 1.000000 10.000000
3.100000 3.700000 0.000000 0.000000 1.000000 10.000000
3.100000 3.800000 0.000000 0.000000 1.000000 10.000000
3.100000 3.900000 0.000000 0.000000 1.000000 10.000000
3.100000 4.000000 0.000000 0.000000 1.000000 10.000000
3.100000 4.100000 0.000000 0.000000 1.000000 10.000000
3.100000 4.200000 0.000000 0.000000 1.000000 10.000000
3.100000 4.300000 0.000000 0.000000 1.000000 10.000000
3.100000 4.400000 0.000000 0.000000 1.000000 10.000000
3.100000 4.500000 0.000000 0.000000 1.000000 10.000000
3.100000 4.600000 0.000000 0.000000 1.000000 10.000000
3.100000 4.700000 0.000000 0.000000 1.000000 10.000000
3.100000 4.800000 0.000000 0.000000 1.000000 10.000000
3.100000 4.900000 0.000000 0.000000 1.000000 10.000000
3.100000 5.000000 0.000000 0.000000 1.000000 10.000000
3.100000 5.100000 0.000000 0.000000 1.000000 10.000000
3.100000 5.200000 0.000000 0.000000 1.000000 10.000000
3.100000 5.300000 0.000000 0.000000 1.000000 10.000000
3.100000 5.400000 0.000000 0.000000 1.000000 10.000000
3.100000 5.500000 0.000000 0.000000 1.000000 10.000000
3.100000 5.600000 0.000000 0.000000 1.000000 10.000000
3.100000 5.700000 0.000000 0.000000 1.000000 10.000000
3.100000 5.800000 0.000000 0.000000 1.000000 10.000000
3.100000 5.900000 0.000000 0.000000 1.000000 10.000000
3.100000 6.000000 0.000000 0.000000 1.000000 10.000000
3.100000 6.100000 0.000000 0.000000 1.000000 10.000000
3.100000 6.200000 0.000000 0.000000 1.000000 10.000000
3.100000 6.300000 0.000000 0.000000 1.000000 10.000000
3.100000 6.400000 0.000000 0.000000 1.000000 10.000000
3.100000 6.500000 0.000000 0.000000 1.000000 10.000000
3.100000 6.600000 0.000000 0.000000 1.000000 10.000000
3.100000 6.700000 0.000000 0.000000 1.000000 10.000000
3.100000 6.800000 0.000000 0.000000 1.000000 10.000000
3.100000 6.900000 0.000000 0.000000 1.000000 10.000000
3.100000 7.000000 0.000000 0.000000 1.000000 10.000000
3.100000 7.100000 0.000000 0.000000 1.000000 10.000000
3.100000 7.200000 0.000000 0.000000 1.000000 10.000000
3.100000 7.300000 0.000000 0.000000 1.000000 10.000000
3.100000 7.400000 0.000000 0.000000 1.000000 10.000000
3.100000 7.500000 0.000000 0.000000 1.000000 10.000000
3.100000 7.600000 0.000000 0.000000 1.000000 10.000000
3.100000 7.700000 0.000000 0.000000 1.000000 10.000000
3.100000 7.800000 0.000000 0.000000 1.000000 10.000000
3.100000 7.900000 0.000000 0.000000 1.000000 10.000000
3.100000 8.000000 0.000000 0.000000 1.000000 10.000000
3.100000 8.100000 0.000000 0.000000 1.000000 10.000000
3.100000 8.200000 0.000000 0.000000 1.000000 10.000000
3.100000 8.300000 0.000000 0.000000 1.000000 10.000000
3.100000 8.400000 0.000000 0.000000 1.000000 10.000000
3.100000 8.500000 0.000000 0.000000 1.000000 10.000000
3.100000 8.600000 0.000000 0.000000 1.000000 10.000000
3.100000 8.700000 0.000000 0.000000 1.000000 10.000000
3.100000 8.800000 0.000000 0.000000 1.000000 10.000000
3.100000 8.900000 0.000000 0.000000 1.000000 10.000000
3.100000 9.000000 0.000000 0.000000 1.000000 10.000000
3.100000 9.100000 0.000000 0.000000 1.000000 10.000000
3.100000 9.200000 0.000000 0.000000 1.000000 10.000000
3.100000 9.300000 0.000000 0.000000 1.000000 10.000000
3.100000 9.400000 0.000000 0.000000 1.000000 10.000000
3.100000 9.500000 0.000000 0.000000 1.000000 10.000000
3.100000 9.600000 0.000000 0.000000 1.000000 10.000000
3.100000 9.700000 0.000000 0.000000 1.000000 10.000000
3.100000 9.800000 0.000000 0.000000 1.000000 10.000000
3.100000 9.900000 0.000000 0.000000 1.000000 10.000000
3.200000 0.500000 0.000000 0.000000 1.000000 10.000000
3.200000 0.600000 0.000000 0.000000 1.000000 10.000000
3.200000 0.700000 0.000000 0.000000 1.000000 10.000000
3.200000 0.800000 0.000000 0.000000 1.000000 10.000000
3.200000 0.900000 0.000000 0.000000 1.000000 10.000000
3.200000 10.000000 0.000000 0.000000 1.000000 10.000000
3.200000 1.000000 0.000000 0.000000 1.000000 10.000000
3.200000 10.100000 0.000000 0.000000 1.000000 10.000000
3.200000 10.200000 0.000000 0.000000 1.000000 10.000000
3.200000 10.300000 0.000000 0.000000 1.000000 10.000000
3.200000 10.400000 0.000000 0.000000 1.000000 10.000000
3.200000 10.500000 0.000000 0.000000 1.000000 10.000000
3.200000 10.600000 0.000000 0.000000 1.000000 10.000000
3.200000 10.700000 0.000000 0.000000 1.000000 10.000000
3.200000 10.800000 0.000000 0.000000 1.000000 10.000000
3.200000 10.900000 0.000000 0.000000 1.000000 10.000000
3.200000 11.000000 0.000000 0.000000 1.000000 10.000000
3.200000 1.100000 0.000000 0.000000 1.000000 10.000000
3.200000 11.100000 0.000000 0.000000 1.000000 10.000000
3.200000 11.200000 0.000000 0.000000 1.000000 10.000000
3.200000 11.300000 0.000000 0.000000 1.000000 10.000000
3.200000 11.400000 0.000000 0.000000 1.000000 10.000000
3.200000 11.500000 0.000000 0.000000 1.000000 10.000000
3.200000 11.600000 0.000000 0.000000 1.000000 10.000000
3.200000 11.700000 0.000000 0.000000 1.000000 10.000000
3.200000 11.800000 0.000000 0.000000 1.000000 10.000000
3.200000 11.900000 0.000000 0.000000 1.000000 10.000000
3.200000 12.000000 0.000000 0.000000 1.000000 10.000000
3.200000 1.200000 0.000000 0.000000 1.000000 10.000000
3.200000 12.100000 0.000000 0.000000 1.000000 10.000000
3.200000 12.200000 0.000000 0.000000 1.000000 10.000000
3.200000 12.300000 0.000000 0.000000 1.000000 10.000000
3.200000 12.400000 0.000000 0.000000 1.000000 10.000000
3.200000 12.500000 0.000000 0.000000 1.000000 10.000000
3.200000 12.600000 0.000000 0.000000 1.000000 10.000000
3.200000 12.700000 0.000000 0.000000 1.000000 10.000000
3.200000 12.800000 0.000000 0.000000 1.000000 10.000000
3.200000 12.900000 0.000000 0.000000 1.000000 10.000000
3.200000 13.000000 0.000000 0.000000 1.000000 10.000000
3.200000 1.300000 0.000000 0.000000 1.000000 10.000000
3.200000 13.100000 0.000000 0.000000 1.000000 10.000000
3.200000 13.200000 0.000000 0.000000 1.000000 10.000000
3.200000 13.300000 0.000000 0.000000 1.000000 10.000000
3.200000 13.400000 0.000000 0.000000 1.000000 10.000000
3.200000 13.500000 0.000000 0.000000 1.000000 10.000000
3.200000 13.600000 0.000000 0.000000 1.000000 10.000000
3.200000 13.700000 0.000000 0.000000 1.000000 10.000000
3.200000 13.800000 0.000000 0.000000 1.000000 10.000000
3.200000 13.900000 0.000000 0.000000 1.000000 10.000000
3.200000 14.000000 0.000000 0.000000 1.000000 10.000000
3.200000 1.400000 0.000000 0.000000 1.000000 10.000000
3.200000 14.100000 0.000000 0.000000 1.000000 10.000000
3.200000 14.200000 0.000000 0.000000 1.000000 10.000000
3.200000 14.300000 0.000000 0.000000 1.000000 10.000000
3.200000 14.400000 0.000000 0.000000 1.000000 10.000000
3.200000 14.500000 0.000000 0.000000 1.000000 10.000000
3.200000 14.600000 0.000000 0.000000 1.000000 10.000000
3.200000 14.700000 0.000000 0.000000 1.000000 10.000000
3.200000 14.800000 0.000000 0.000000 1.000000 10.000000
3.200000 14.900000 0.000000 0.000000 1.000000 10.000000
3.200000 15.000000 0.000000 0.000000 1.000000 10.000000
3.200000 1.500000 0.000000 0.000000 1.000000 10.000000
3.200000 15.100000 0.000000 0.000000 1.000000 10.000000
3.200000 15.200000 0.000000 0.000000 1.000000 10.000000
3.200000 15.300000 0.000000 0.000000 1.000000 10.000000
3.200000 15.400000 0.000000 0.000000 1.000000 10.000000
3.200000 15.500000 0.000000 0.000000 1.000000 10.000000
3.200000 15.600000 0.000000 0.000000 1.000000 10.000000
3.200000 15.700000 0.000000 0.000000 1.000000 10.000000
3.200000 15.800000 0.000000 0.000000 1.000000 10.000000
3.200000 15.900000 0.000000 0.000000 1.000000 10.000000
3.200000 16.000000 0.000000 0.000000 1.000000 10.000000
3.200000 1.600000 0.000000 0.000000 1.000000 10.000000
3.200000 16.100000 0.000000 0.000000 1.000000 10.000000
